publisher_clean,book_count,avg_rating,avg_bayesian,total_votes,median_price,year_range,books,pub_score,quality_tier
湖南美术出版社,7,8.314285714285715,8.307173479544396,29386,78.0,2014-2020,"['写给大家的西方美术史', '造房子', '3秒', '吴哥之美', '美术馆里聊怪咖', '美的沉思', '追寻逝去的时光·第一卷：去斯万家那边']",8.25151674839037,良好
群言出版社,8,8.3,8.297772294972066,40029,28.9,2004-2015,"['厚黑学', '小王子', '人生中不可不想的事', '重新认识你自己', 'GRE词汇精选', '这些道理没有人告诉过你', '一生的学习', '天生变态狂']",8.250366586894804,良好
上海锦绣文章出版社,14,8.278571428571428,8.2769784789156,186576,21.0,2007-2010,"['爱你就像爱生命', '阿狸·梦之城堡', '历史是个什么玩意儿1', '遇见心想事成的自己', '绝对小孩', '三十而立', '似水流年', '革命时期的爱情', '活出全新的自己', '黄金时代', '地久天长', '如果这是宋史', '寻找无双', '全中国最穷的小伙子发财日记']",8.25007618792407,良好
云南人民出版社,37,8.262162162162161,8.259154194741974,216188,25.0,2002-2017,"['长夜难明', '我的奋斗', '我的阿勒泰', '看上去很美', '过把瘾就死', '给青年诗人的信', '我是你爸爸', '顽主', '独家记忆', '活不明白', '罗生门', '王小波全集（第一卷 杂文）', '王小波全集', '王小波全集：红拂夜奔（第四卷）', '如果·宅', '消失的地平线', '人间失格', '山之四季', '城南旧事', '奢侈品男人', '王小波全集（第二卷 杂文）', '过把瘾就死', '浮光', '内在的天空', '容忍与自由', '玩的就是心跳', '生活秀', '晃晃悠悠', '王小波全集：万寿寺（第三卷）', '王小波全集（第六卷）', '支离破碎', '歃血1', '喜欢我也没关系', '暗访十年', '不愿说谢谢的人', '我与父辈', '千万别把我当人']",8.249190409193222,良好
中国妇女出版社,4,8.35,8.340302907108068,16713,22.4,1986-2009,"['格子间女人', '人性的弱点', '洛克菲勒留给儿子的38封信', '荷西 我爱你']",8.248866557374416,良好
南京大学出版社,10,8.290000000000001,8.284787505404726,82585,25.0,2008-2012,"['最初的爱情 最后的仪式', '刺猬的优雅', '安吉拉·卡特的精怪故事集', '致D', '焚舟纪', '克罗诺皮奥与法玛的故事', '梦想家彼得', '剧院风情', '别的声音，别的房间', '去他的巴西']",8.248522561656968,良好
江西科学技术出版社,6,8.299999999999999,8.29566054144201,34795,25.0,2010-2018,"['一个人住第9年', '一个人旅行2', '一个人的美食之旅', '荒诞医学史', '30分老妈 2', '一个人暖呼呼']",8.243201124405815,良好
上海人民出版社,145,8.248275862068965,8.244775734369588,1811974,28.0,1981-2018,"['追风筝的人', '达·芬奇密码', '灿烂千阳', '零下一度', '乡土中国', '斯通纳', '悉达多', '我的名字叫红', '动物庄园', '姑获鸟之夏', '群山回唱', '人生的智慧', '大象的眼泪', '德米安', '毕业那天我们一起失恋', '钝感力', '池袋西口公园', '恶童日记', '我为歌狂', '魍魉之匣（上）', '穷查理宝典', '伊斯坦布尔', '魍魉之匣（下）', '纯真博物馆', '侠隐', '地球上最后的夜晚', '悉达多', '追风筝的人', '天亮说晚安', '月', '认得几个字', '2001太空漫游', '大国大城', '霍比特人', '狂骨之梦', '计数器少年', '心术', '恋人絮语', '流浪集', '络新妇之理（上）', '城邦暴力团（上）', '搏击俱乐部', '二人证据', '事物的味道，我尝得太早了', '被爱路过', '怒', '铁鼠之槛（上）', '在漫长的旅途中', '络新妇之理（下）', '初夏荷花时期的爱情', '骨音', '双面胶', '世界上所有的夜晚', '美学散步', '我敢在你怀里孤独', '第三谎言', '铁鼠之槛（下）', '人生的智慧', '想象的共同体', '乡土中国', '我脑袋里的怪东西', '花镜', '一把雨伞给这天用', '邻人之妻', '四叠半神话大系', '我心中尚未崩坏的部分', '奥古斯都', '真幌站前多田便利屋', '鹿男', '爱情没那么美好', '白色城堡', '爱上爱情', '巫言', 'HANA', '微笑的咖啡杯', '2666', '尼采', '魔戒', '蛋白质女孩', '德米安', '聆听父亲', '城邦暴力团（下）', '电子之星', '秋叶原@DEEP', '有顶天家族', '61×57', '指匠', '碎脸', '东京本屋', '被仰望与被遗忘的', '反自杀俱乐部', '遥远的星辰', '人生的智慧', '雪', '香椿树街故事', '草木芳华', '波斯少年', '天真的和感伤的小说家', '横道世之介', '一个孤独漫步者的遐想', '忧伤的老板', '镜之国', '哈娜·宅', '2001：太空漫游', '侠隐', '我的名字叫红', '让爱点亮', '屠夫十字镇', '涂佛之宴·宴之支度（上）', '十宅论', '大棋局', '朋友刀刀', '人间食粮', '中国文化要义', '庄子諵譁（上）', '有你我不怕', '地下铁道', '涂佛之宴·宴之支度（下）', '真幌站前番外地', '公众舆论', '精灵宝钻', '不许联想', '亲爱的沙皮', '知更鸟', '盖特露德', '叔本华思想随笔', '登天的感觉', '灰色的彼得潘', '2666', '西线无战事', '涂佛之宴·宴之始末（上）', '智利之夜', '地铁', '没有国家的人', '变化社会中的政治秩序', '同栖生活', '骂观众', '锅匠，裁缝，士兵，间谍', '涂佛之宴·宴之始末（下）', '2010太空漫游', '恋人絮语', '阅读的故事', '北野武自述', '哈娜·时间胶囊', '夜空总有最大密度的蓝色']",8.242639838318347,良好
群众出版社,5,8.3,8.299763395259296,107459,29.0,1979-2007,"['福尔摩斯探案全集（上中下）', '我的前半生', '福尔摩斯探案集（一）', '玉观音', '我的前半生(全本)']",8.240919328123688,良好
花城出版社,40,8.247499999999999,8.246559878345986,603317,21.4,1991-2017,"['倾城之恋', '黄金时代', '红玫瑰与白玫瑰', '第一炉香', '白银时代', '青铜时代', '半生缘', '霸王别姬 青蛇', '我不知道该说什么，关于死亡还是爱情', '孽子', '切尔诺贝利的悲鸣', '遥远的向日葵地', '白蛇', '噪音太多', '胭脂扣 生死桥', '印度墨', '人体使用手册', '潘金莲之前世今生 诱僧', '绝代双骄', '寻找家园', '天下卵', '拿破仑传', '台北人', '秦俑 满洲国妖艳——川岛芳子', '甘南纪事', '出梁庄记', '凶宅笔记', '窗外', '流言', '她比烟花寂寞', '直至海枯石烂', '红高粱', '逆水寒', '大明王朝1566', '葡萄成熟的时候', '陆小凤（1-4册）', '爱情只是古老传说', '流星雨解毒片', '我们这一代', '游园惊梦']",8.23951936227091,良好
中国建筑工业出版社,3,8.333333333333334,8.327220518838123,9764,30.0,1998-2003,"['安藤忠雄论建筑', '交往与空间', '建筑空间组合论']",8.237976264495794,良好
中国文史出版社,3,8.266666666666667,8.26278159983976,8601,48.0,2005-2015,"['时间的玫瑰', '从晚清到民国', '哈佛非虚构写作课']",8.221866534746203,良好
上海社会科学院出版社,6,8.233333333333334,8.23060982429788,74794,31.0,1999-2013,"['麦琪的礼物', '全球通史', '再穷也要去旅行', '欧洲中世纪史', '全球通史', '苗疆蛊事1']",8.217180837548161,良好
天地圖書有限公司,3,8.233333333333334,8.229896734039608,11683,85.0,1986-2007,"['親愛的安德烈', '忽爾今夏', '朝花夕拾']",8.213645318296164,良好
广西师范大学出版社,179,8.214525139664804,8.21224956693493,1212315,35.0,2001-2022,"['孤独六讲', '伊豆的舞女', '你一定爱读的极简欧洲史', '常识', '台北人', '娱乐至死', '文学回忆录（全2册）', '我执', '原来你非不快乐', '退步集', '人类的群星闪耀时', '平如美棠', '献给阿尔吉侬的花束', '孽子', '理想的下午', '纽约客', '雪国 古都', '妞妞', '云雀叫了一整天', '爱的教育', '生活十讲', '强风吹拂', '我承认我不曾历经沧桑', '荒废集', '素履之往', '有味', '狂热分子', '月光落在左手上', '昨日的世界', '哥伦比亚的倒影', '曾经', '乌合之众', '目送', '云雀叫了一整天', '娱乐至死 童年的消逝', '设计诗', '设计中的设计 | 全本', '飞行家', '芬兰人的噩梦', '谈美', '亲爱的安德烈', '后宫·甄嬛传V', '至味在人间', '台北人', '给青年的十二封信', '袁氏当国', '天真的人类学家', '最好的女子', '现代艺术150年', '纽约琐记（修订版）', '站在两个世界的边缘', '笑谈大先生', '刘氏女', '琼美卡随想录', '我所爱的香港', '退步集续编', '树犹如此', '我纷纷的情欲', '安迪·沃霍尔的哲学', '温莎墓园日记', '地下乡愁蓝调', '转山', '大问题', '蚁族', '西西弗的神话', '窗里窗外', '童年的消逝', '只是孩子', '素履之往', '蒙马特遗书', '大明王朝的七张面孔', '野火集', '恶之花', '观看之道', '孽子', '病毒星球', '只愿你曾被这世界温柔相待', '鱼王', '书店日记', '辛亥：摇晃的中国', '大问题', '设计的觉醒', '一个都不正经', '优雅', '击壤歌', '博尔赫斯谈话录', '一次・图片和故事', '即兴判断', '寂寞的十七岁', '四手联弹', '论自由', '哥伦比亚的倒影', '家', '鱼丽之宴', '汉字书法之美', '我爱这哭不出来的浪漫', '人情·世故', '就算天空再深', '门外汉的京都', '非常罪，非常美', '失焦', '大数据', '白先勇细说红楼梦', '声音与愤怒', '访问', '中国文化的深层结构', '世界小史', '只是孩子', '北方大道', '鳄鱼手记', '打开一颗心', '奥斯维辛', '杨氏女', '邹氏女', '多余的素材', '胡适口述自传', '西班牙三棵树', '杜尚访谈录', '政治秩序的起源', '小说稗类', '反正竞赛还很长', '前朝梦忆', '乌合之众', '直到长出青苔', '带着鲑鱼去旅行', '银元时代生活史', '渺小一生', '列侬回忆', '家', '木心诗选', '字解日本', '穗子物语', '爱与孤独', '一个游荡者的世界', '思考中医', '我纷纷的情欲', '单身女性的时代', '四喜忧国', '四季便当', '时代的噪音', '扫地出门', '耳语者', '王氏之死', '木心谈木心', '无知的游历', '在黑暗中等待', '沈从文的后半生', '异常', '乐之本事', '我在故宫修文物', '那些忧伤的年轻人', '台北小吃札记', '历史的终结与最后的人', '伟大的电影', '鳄鱼街', '木心作品八种', '昨日书', '零年：1945', '迈向另一个国度', '隔壁女子', '我们这儿是精神病院', '费马大定理', '留住手艺', '爱默生家的恶客', '江户日本', '纽约客', '我们在此相遇', '侯孝贤电影讲座', '枢纽', '读史阅世六十年', '少女哪吒', '玉森画廊的客人', '宋徽宗', '观看之道', '品味四讲', '大唐李白·少年游', '琼美卡随想录', '迎向灵光消逝的年代', '十方一念']",8.212057053716954,良好
山东画报出版社,11,8.209090909090909,8.207466907028033,43093,21.0,2003-2011,"['荒人手记', '雅舍谈吃', '最好的时光', '五味', '世界上最疼我的那个人去了', '茶之书', '多余的素材', '轻易放火', '人间草木', '日本料理', '国破山河在']",8.207809479737175,良好
京华出版社,5,8.2,8.20119301772874,67696,29.0,2003-2012,"['狂人日记', '英雄志（全三册）', '正面管教', '一杯热奶茶的等待', '不要用爱控制我']",8.205715621862776,良好
春天出版國際文化有限公司,3,8.200000000000001,8.196393603434979,8258,199.0,2004-2009,"['等一個人咖啡', '盛夏光年', '杀手，无与伦比的自由']",8.205269535645007,良好
獨步文化,5,8.180000000000001,8.179609218519733,22115,340.0,2006-2008,"['嫌疑犯X的獻身', '夏天．煙火．我的屍體', '使命與心的極限', '單戀', 'ZOO']",8.198007122145272,良好
中国轻工业出版社,6,8.183333333333334,8.182538335867244,25823,23.0,2003-2010,"['X.1', '学会提问', '爱的五种语言', '改变心理学的40项研究', '在星巴克要买大杯咖啡！', '塔莎奶奶的美好生活1－跟着感觉走就对了']",8.197952242175909,良好
大田,4,8.175,8.174559861185374,66794,144.0,2004-2006,"['一個人住第5年', '一個人的第一次', '150cm Life 2', '150cm Life']",8.197868697090511,良好
聯合文學,5,8.18,8.17761616142623,22800,250.0,2015-2015,"['怨氣撞鈴1·食骨', '怨氣撞鈴2·根鬚', '怨氣撞鈴4·黑蝶', '怨氣撞鈴3·飛天', '怨氣撞鈴5·同路']",8.19729531604045,良好
浙江大学出版社,15,8.186666666666666,8.18506658325436,107360,35.0,2009-2017,"['观念的水位', '腾讯传', '西藏生死书', '我读书少，你可别骗我', '历代经济变革得失', '丝绸之路', '维特根斯坦传', '一本书读懂财报', '把生命浪费在美好的事物上', '拖拉一点也无妨', '加缪手记', '我知道你不知道的自己在想什么', '救猫咪', '等待香港', '解体概要']",8.193752181927106,良好
黄山书社,5,8.16,8.155824492011408,31812,26.8,2007-2009,"['沥川往事', '未央歌', '史上第一混乱·第一季神仙预备役', '怪你过分美丽', '史上第一混乱·第二季·山寨武校']",8.189512576963729,良好
新潮社,3,8.133333333333333,8.131202111772334,8661,1890.0,2009-2010,"['1Q84 BOOK 2', '1Q84 BOOK 3', '1Q84 BOOK 1']",8.188971662729346,良好
上海文艺出版社,75,8.186666666666667,8.185666471434029,637552,25.0,1995-2020,"['活着', '兄弟（上）', '兄弟（下）', '妻妾成群', '许三观卖血记', '简爱', '繁花', '蛙', '品三国（上）', '蛙', '在细雨中呼喊', '安娜·卡列尼娜（上下）', '品三国（下）', '海风中失落的血色馈赠', '安娜·卡列尼娜', '我的帝王生涯', '春天责备', '余欢', '2001：太空漫游', '云图', '红粉', '人鼠之间', '暗店街', '品人录', '现实一种', '丰乳肥臀', '编舟记', '惶然录', '桃之夭夭', '读城记', '太阳黑子', '战争与和平（全四册）', '羊道·春牧场', '我的不完美', '罪与罚', '鲤·荷尔蒙', '武则天', '我胆小如鼠', '檀香刑', '巴黎圣母院', '罂粟之家', '春尽江南', '审判', '羊道·前山夏牧场', '突然，响起一阵敲门声', '羊道·深山夏牧场', '黄昏里的男孩', '何为良好生活', '中国的男人和女人', '花街往事', '闲话中国人', '鲤·来不及', '米', '呼啸山庄', '人面桃花', '城北地带', '世事如烟', '刺青时代', '大唐明月1·风起长安', '鲜血梅花', '人类群星闪耀时', '炸裂志', '清明上河图密码6', '酒国', '白事会', '夜航西飞', '扶桑', '生死疲劳', '鲤·变老', '单身社会', '红高粱家族', '半小时漫画宋词', '行走中的玫瑰', '没有一条道路是重复的', '鲤·写信']",8.188083797321278,良好
中国书店,3,8.133333333333333,8.127195047950595,40733,28.0,2007-2011,"['拆掉思维里的墙', '冷浪漫', '海子的诗']",8.187969896773911,良好
北方文艺出版社,16,8.175,8.175909702448276,154613,19.8,2006-2015,"['一只特立独行的猪', '沉默的大多数', '大便书', '万寿寺', '红拂夜奔', '寻找无双·东宫西宫', '可不可以不要上班', '我的阴阳两界·革命时期的爱情', '无限恐怖', '盛夏光年', '昆仑前传', '锦衣之下（全二册）', '汪曾祺谈吃', '爱你就像爱生病', '没有人像我一样', '黄金时代 黑铁时代']",8.187544354264302,良好
远方出版社,5,8.14,8.139390929712324,49671,18.0,1999-2004,"['草样年华', 'Hunter X Hunter', '三毛作品集', '北京娃娃', '近所物语']",8.183643447571198,良好
集英社,3,8.1,8.09918782475073,12636,421.0,1992-1999,"['橘子酱男孩', '白夜行', 'D・N・A2 FILE1―何処かで失くしたあいつのアイツ (1) (ジャンプコミックス)']",8.180968090973945,良好
广西人民出版社,7,8.142857142857142,8.143241197037744,29554,20.0,2005-2008,"['和空姐同居的日子', '香初上舞', '香初上舞·终上', '香初上舞·再上', '极品家丁 1', '山河岁月', '极品家丁全集']",8.17979637479371,良好
威向有限公司,4,8.1,8.101555166825298,15196,260.0,2008-2018,"['桃花债 上', '桃花债(下)', 'AWM「絕地求生」VOLUME #1', 'AWM「絕地求生」VOLUME #2']",8.175405714210488,良好
安徽人民出版社,4,8.1,8.099415418366759,13909,23.9,1990-2013,"['灿烂涅槃', '小S之怀孕日记', '道德经', '河神1·鬼水怪谈']",8.1747473300694,良好
上海文化出版社,4,8.1,8.098404944939876,75587,32.8,2011-2011,"['盗墓笔记', '盗墓笔记8·大结局（下）', '盗墓笔记8·大结局（上）', '盗墓笔记1·七星鲁王宫']",8.17443641516882,良好
中信出版集团,7,8.128571428571428,8.128898452531182,77293,68.0,2016-2019,"['未来简史', '今日简史', '美国陷阱', '海错图笔记', '历史的温度', '这里是中国', '人间失格']",8.173521424072089,良好
龙马,3,8.033333333333333,8.03570204806077,10780,,2007-2007,"['纨绔', '思凡', '庸君']",8.165096646801455,良好
三秦出版社,4,8.05,8.046905440083183,15026,39.9,2014-2018,"['去你家玩好吗', '春日宴', '山月记', '红楼梦']",8.158590413674453,良好
中国人民大学出版社,32,8.146875,8.144540239675905,191515,39.8,1999-2014,"['影响力', '牛奶可乐经济学', '拖延心理学', '你永远都无法叫醒一个装睡的人', '思维的乐趣', '毛泽东传', '投资中最简单的事', '我的精神家园', '毛泽东传', '牛奶可乐经济学', '一万小时天才理论', '浮生取义', '留德十年', '不分东西', '不要因为走得太远而忘记为什么出发', '30而励', '深夜加油站遇见苏格拉底', '北回归线', '大而不倒', '未来是湿的', '人性的，太人性的', '认知盈余', '荒野生存', '传播学教程', '象与骑象人', '成为作家', '忧郁的热带', '策略思维', '迷失·鼓浪屿', '宏观经济学', '货币金融学', '传播学教程']",8.158520519196685,良好
小学館,6,8.066666666666666,8.067608516173726,26822,398.0,1991-2005,"['ふしぎ遊戯 1', '蒼の封印 1', 'タッチ 完全版（1）', '银色舞台 1', '思春期未満', '海の闇、月の影―篠原千絵イラスト集']",8.1519803142985,良好
时代文艺出版社,16,8.10625,8.106236266899906,107056,28.0,2000-2017,"['盗墓笔记7', '绿毛水怪', '一半是海水一半是火焰', '牡蛎男孩忧郁之死', '我们心中的怕和爱', '天命', 'Blood X Blood：血族传说', '人生', '行走中的玫瑰', '大漠苍狼', '一个陌生女人的来信', '透明的红萝卜', '我的阴阳两界', '月亮和六便士', '无尾狗', '羽·黯月之翼']",8.142953355513345,良好
威向,10,8.08,8.078924536398144,27687,180.0,2002-2009,"['一個爹爹三個娃', '不能动', '归途', '殊途', '束縛（上）', '孤芳不自赏1', '如意蛋 上', '蝙蝠（上）', '束縛（下）', '犹记多情']",8.140173630600872,良好
浙江文艺出版社,68,8.123529411764705,8.123292591028838,556136,32.0,1988-2018,"['月亮与六便士', '变形记', '我所理解的生活', '三十六大', '当呼吸化为空气', '生吞', '回答不了', '尘曲', '很高兴见到你', '随遇而安', '我是个年轻人 我心情不太好', '绿山墙的安妮', '博尔赫斯小说集', '孩子们的诗', '我是猫', '平生欢', '十八春', '夜莺与玫瑰', '百年孤独', '人间失格', '局外人', '克苏鲁神话', '特别的猫', '道林·格雷的画像', '小径分岔的花园', '下面，我该干些什么', '活着活着就老了', '飘', '按自己的意愿过一生', '刀锋', '幻影书', '乌合之众', '孤独及其所创造的', '菊与刀', '想得美', '和喜欢的一切在一起', '性学三论', '云中人', '浮生六记', '老人与海', '纽约三部曲', '局外人', '易中天中华史：祖先', '蛙', '后宫·甄嬛传（套装共6册）', '在这复杂世界里', '虚构集', '易中天中华史：国家', '飘', '恶棍列传', '小于一', '我很好啊你怎么样', '青春', '欧·亨利短篇小说精选', '张大小姐', '少爷', '我所理解的生活', '消失的地平线', '飞鸟集', '丰乳肥臀', '永别了，武器', '午后曳航', '沥川往事（上下）', '全世爱Ⅲ', '博尔赫斯全集', '易中天中华史：魏晋风度', '檀香刑', '易中天中华史：三国纪']",8.13322012736878,良好
陕西人民出版社,4,7.95,7.961936791365851,20085,27.4,1996-2013,"['道德经精义', '怪谈', '女人明白要趁早', '女人明白要趁早']",8.13244621406912,一般
明天出版社,6,8.016666666666667,8.018480251767343,16117,19.85,2004-2008,"['水仙已乘鲤鱼去', '樱桃之远', '好饿的毛毛虫', '查理和巧克力工厂', '鲜花手术', '昼若夜房间']",8.132329008535947,良好
湖北少年儿童出版社,10,8.07,8.063465861994255,35831,25.0,2010-2013,"['斗破苍穹 2', '斗破苍穹', '全职高手1·放逐斗神', '斗破苍穹 1', '全职高手2·千机初芒', '全职高手3·副本风云', '斗破苍穹3·寻找异火', '全职高手4·满城追杀', '全职高手5·王牌对决', '全职高手6·神之领域']",8.132037486177772,良好
尖端出版,4,7.95,7.950764486177125,20591,399.0,2002-2009,"['暮光之城·新月', '暮光之城', 'GANTZ殺戮都市(01)', '暮光之城: 蝕']",8.129008581703358,一般
古吴轩出版社,3,7.866666666666667,7.870348631118051,23571,23.8,2005-2005,"['丑陋的中国人', '美食家', '葵花走失在1890 &amp; 黑猫不睡']",8.123758292565775,一般
鹭江出版社,4,7.925,7.9336378599721575,17800,37.9,2010-2017,"['中央帝国的财政密码', '席慕容诗集', '身体知道答案', '八卦艺术史']",8.123738850563367,一般
安徽教育出版社,5,7.959999999999999,7.964643062528674,14380,25.0,2007-2012,"['一个陌生女人的来信', '一个人不要怕', '让我去那花花世界', '放下。爱', '爱伦坡惊悚小说全集']",8.121233495005608,一般
广西师范大学出版社 群言出版社,3,7.833333333333333,7.840570807841499,6864,26.0,2013-2013,"['味道·第一宗罪', '味道·人民公社', '味道·味觉现象']",8.116313836746638,一般
广东旅游出版社,4,7.9,7.90459757225754,11889,29.8,1996-1996,"['白发魔女传', '萍踪侠影录', '云海玉弓缘（上下）', '七剑下天山']",8.114803377420408,一般
威向文化,5,7.94,7.94428595815729,12202,90.5,2003-2007,"['怎见浮生不若梦（上）', '晨曦 上', '无声深处', '鳳于九天之一魂落西雷', '被享用的男人']",8.113963100587258,一般
南方出版社,5,7.94,7.940786287726665,28327,28.0,2005-2012,"['假装的艺术', '金田一少年事件簿①', '新世界', '我，睡了，81个人的沙发', '看懂世界格局的第一本书']",8.112713218290605,一般
北方妇女儿童出版社,21,8.066666666666666,8.067469846124066,161095,29.8,2003-2015,"['我的路', '岁月是朵两生花', '花千骨（上下）', '我的路2', '阿狸·永远站', '有些事现在不做，一辈子都不会做了', '天子谋', '记得', '奈良美智·用小刀划开', '江山为聘', '小星星通信', '北海怪兽', '遇见一些人，流泪', '奈良美智横滨手稿', '乌龙院(1-6)', '知日·奈良美智', '倾国怨伶', '坏事多磨', '婚姻是女人一辈子的事', '月上重火之水落石出', '神奇手账']",8.10969734620135,良好
大然文化,5,7.92,7.924152716801825,24227,80.0,1992-2001,"['天使禁獵區', '白木蘭圓舞曲 01', '神風怪盜貞德 07 (完)', '芭蕾娃娃 01', '戀物語 01']",8.10677265724602,一般
浙江人民出版社,20,8.05,8.053054585638154,142409,48.95,2001-2020,"['最好的告别', '明朝那些事儿', '大数据时代', '大败局', '天空的另一半', '稀缺', '大败局Ⅱ', '简单的逻辑学', '游戏改变世界', '最后的耍猴人', '坡道上的家', '王二的经济学故事', '乱时候，穷时候', '清单革命', '人生十二法则', '精要主义', '系统之美', '将心注入', '有话说', '台湾这些年所知道的祖国']",8.10121190793787,良好
天地圖書,3,7.766666666666667,7.777653847164594,9432,55.0,1987-2003,"['圓舞', '花解語', '要多美麗，就多美麗']",8.100584596577411,一般
重庆大学出版社,3,7.766666666666666,7.773837014507079,10624,68.0,2011-2014,"['山本耀司：我投下一枚炸弹', '东京日和', '房间里的大象']",8.099630388413033,一般
汕头大学出版社,4,7.85,7.853545845961984,18994,26.5,2004-2010,"['自卑与超越', '失败之书', '六弄咖啡馆', '黑白异境']",8.099095153944852,一般
吉林文史出版社,12,8.016666666666667,8.01590648535438,142286,27.0,1999-2011,"['少有人走的路', '三杯茶', '男人来自火星 女人来自金星', '菜根谭', '少有人走的路Ⅱ', '这书能让你戒烟', 'FBI教你破解身体语言', '男人来自火星，女人来自金星', 'FBI教你读心术', '幽梦影', '易经', '少有人走的路']",8.098330068651794,良好
江西人民出版社,16,8.03125,8.032122834257853,91076,40.9,2015-2018,"['面纱', '如何有效阅读一本书', '罗曼蒂克消亡史', '人性的枷锁', '深度工作', '活下去的理由', '微习惯', '终身成长', '人间采蜜记', '生活，是很好玩的', '幸福课', '所以，一切都是童年的错吗？', '如何有效整理信息', '海子的诗', '冷暴力', '与神对话']",8.095520758622431,良好
甘肃人民美术出版社,5,7.88,7.8828062449393554,33805,35.0,2010-2017,"['爱的地下教育', '酥油', '李可乐抗拆记', '荒木经惟的天才写真术', '戴上手套擦泪']",8.092006060152281,一般
当代中国出版社,8,7.95,7.955726756897179,26067,28.0,2005-2011,"['空谷幽兰', 'MBA教不了的创富课', '逝去的武林', '幸福的方法', '你的第一本哲学书', '季羡林谈人生', '希腊', '恋物百科全书']",8.089403980741917,一般
民主与建设出版社,9,7.966666666666667,7.969494847223704,36506,39.8,2002-2019,"['耶路撒冷三千年', '金字塔原理', '曾国藩传', '断代', '曾国藩的正面与侧面', '幻想图书馆', '鱼羊野史·第3卷', '君子报恩', '经济学通识课']",8.08886151346936,一般
大众文艺出版社,7,7.928571428571429,7.931581637055364,24305,26.8,2003-2010,"['路从今夜白', '麦克白', '闪灵', '狼牙', '最后一颗子弹留给我', '冰是睡着的水', '日光微澜']",8.087195317301418,一般
北京时代华文书局,12,7.991666666666667,7.993603082085098,54607,45.0,2014-2019,"['绝对笑喷之弃业医生日志', '原生家庭', '醉步男', '死亡通知单·暗黑者', '伪装学渣', '佛祖都说了些什么?', '我决定活得有趣', '生活是很好玩的', '生命中最简单又最困难的事', '时间的形状', '死亡通知单2·宿命', 'AWM绝地求生 上册']",8.085585266783633,一般
中国友谊出版公司,43,8.055813953488371,8.058963867690029,862022,28.0,1999-2019,"['明朝那些事儿（壹）', '盗墓笔记', '明朝那些事儿（贰）', '明朝那些事儿（叁）', '盗墓笔记2', '明朝那些事儿（肆）', '盗墓笔记3', '明朝那些事儿（伍）', '盗墓笔记4', '盗墓笔记6', '盗墓笔记5', '庆余年·壹', '正见', '小王子', '重口味心理学', '北京法源寺', '请以你的名字呼唤我', '七根凶简', '庆余年·贰', '庆余年·陆', '你只是看起来很努力', '庆余年·叁', '庆余年·肆', '庆余年·伍', '无目的美好生活', '这么慢，那么美', '殉罪者', '你的孩子不是你的孩子', '恶心', '廉价哲学', '生命最后的读书会', '每一次相遇都是奇迹', '惜春纪', '47楼207', '李敖有话说', '歌舞伎町案内人', '非人哉', '青莲纪事1', '见风', '北京法源寺', '神了', '伯纳黛特，你要去哪', '每晚一个离奇故事2']",8.084798075540506,良好
陕西师范大学出版社,63,8.063492063492063,8.062779064477217,531132,25.0,2002-2016,"['杜拉拉升职记', '黄金时代', '京华烟云', '杜拉拉2华年似水', '月亮与六便士', '苏东坡传', '人气绘本天后高木直子作品典藏（全6册）', '不抱怨的世界', '浮沉', '普罗旺斯的一年', '每天懂一点色彩心理学', '一个人的第一次 第一次一个人旅行', '每天懂一点好玩心理学', '白银时代', '青铜时代', '病隙碎笔', '沉睡之城', '沉默的大多数', '天浴', '永远的普罗旺斯', '罗刹之国', '少女小渔', '30分老妈', '浮沉2', '大空城之夜', '金陵十三钗', '黑铁时代', '末日审判', '穿条纹衣服的男孩', '没有悲伤的城市', '生活的艺术', '吾国与吾民', '人生不过如此', '天使在人间', '东宫·西宫', '重返普罗旺斯', '一辈子做女孩', '蜡笔小新（全32册）', '150cm Life 2 &amp; 3', '理想国与哲人王', '幸福之路', '自深深处', '蝴蝶风暴', '无出路咖啡馆', '每夜一个骇故事', '赴宴者', '心', '真希望我20几岁就知道的事', '美丽新世界', '纳兰词典评', '霜降', '易经的奥秘', '第九个寡妇', '两宋风云', '小姨多鹤', '风声鹤唳', '职场动物进化手册', '有关品位', '一日江户人', '谁家有女初长成', '一间自己的房间', '假如你愿意你就恋爱吧', '走向新建筑']",8.080960203881942,良好
东方出版社,16,8.0,7.998106004567074,105749,28.0,1999-2019,"['匆匆那年（上下）', '匆匆那年', '活法', '郎咸平说：我们的日子为什么这么难', '刘心武揭秘红楼梦（第一部）', '花开半夏', '皮肤的秘密', '守望的距离：周国平散文集', '刘心武揭秘红楼梦（第二部）', '活法（修订版）', '郎咸平说：谁在谋杀中国经济', '易中天品读汉代风云人物', '活法', '八次危机', '伊凡·伊里奇之死', '南京浩劫']",8.073749987620333,一般
法律出版社,5,7.82,7.828491124703399,17407,34.0,2003-2011,"['读者', '容忍与自由', '西窗法雨', '在云端', '突然十年便过去']",8.072607802925154,一般
凤凰出版社,9,7.933333333333334,7.936197502275767,51572,29.8,2009-2013,"['古董局中局', '侯卫东官场笔记', '呼兰河传', '圣人请卸妆', '单向街 001', '侯卫东官场笔记2', '知日·书之国', '直到世界尽头', '侯卫东官场笔记3']",8.072212840995391,一般
